category_id;id;question;trending_score;updatedDate
8;891;Can you ever trust someone after they cheat on you?;139.9;2016-12-24 03:42:56
8;607;Would you rather your first kid be a boy or a girl?;146.8;2016-12-26 03:48:10
8;876;Which threesome would you prefeer?;155.5;2016-12-26 14:57:05
8;637;Are women better drivers then men?;160.8;2016-12-26 14:56:13
8;385;Can a single parent be as effective as two?;165.2;2016-12-26 10:47:48
8;601;Who would you have sex with?;170;2016-12-22 09:50:27
8;899;After having relations with a man I was deployed with in Iraq I came back to the states and found that they might not have been broke up, what do I do now?;182.3;2016-12-20 03:14:54
8;628;Can men and women just be friends?;194.3;2016-12-26 14:56:11
8;408;Are you the type of person who...;206.6;2016-12-25 07:33:11
8;897;Girls. How many times do you expect to have sex in a happy relationship?;223.7;2016-12-24 10:44:22
8;668;Would you ever have a threesome?;240.3;2016-12-26 03:56:35
8;676;Which is more expensive, a son or a daughter?;265.2;2016-12-26 02:23:53
8;569;How fast do you recover from breaking up?;299.4;2016-12-26 04:57:21
8;699;Is sex on the first date ok?;321.5;2016-12-26 13:10:07
8;441;Is there 1 person who knows everything about you? All your secrets.;439.3;2016-12-26 04:33:04
8;850;Would you be embarassed to admit you met your significant other online?;460.7;2016-12-26 04:29:07
8;527;Would you like to proposal a girl who is elder than you (if you are a boy)------would you like to accept proposal of a boy who is younger than you(if you are a girl)?;464.6;2016-12-26 14:20:24
8;905;Who are you most envious of?;538.4;2016-12-24 20:21:45
8;686;Can long distance relationships work?;601.8;2016-12-26 14:36:38
8;537;Who do you love most?;1096.5;2016-12-26 14:45:12
8;488;Would you rather have 1 trillion dollars, or find true love?;1372.5;2016-12-26 11:40:44
8;538;Who you love most?;1381.2;2016-12-26 14:54:18
8;696;Could you date a person who lived with a roommate of the opposite sex?;1656.7;2016-12-26 15:02:41
9;1440;Who's the real sportsperson of the year in 2016;8;2016-12-26 15:01:30
9;1435;Should Grayson Allen be suspended for tripping?;12.6;2016-12-26 14:12:23
9;1434;Should college players going to the NFL sit out bowl games?;12.9;2016-12-26 14:12:32
9;1437;Best Soccer Player:Messi or Ronaldo;13;2016-12-26 14:12:12
9;1408;Who's the Super Bowl favorite now?;13.4;2016-12-26 06:51:48
9;1411;Who will be the best tennis player next year?;13.9;2016-12-25 20:04:05
9;1396;How many National Championships does Nick Saban win before he retires?;14.2;2016-12-25 16:21:13
9;1376;Who will win Super Bowl LI?;18.2;2016-12-26 01:17:52
9;1402;Can anyone beat the Cowboys?;19.2;2016-12-25 23:22:51
9;1231;Who is the better tennis player, Roger Federer or Rafa Nadal?;26.5;2016-12-24 06:46:35
9;1366;Michigan or Ohio State?;26.7;2016-12-26 02:28:50
9;1338;What side of Manchester;26.9;2016-12-26 03:52:23
9;1116;Who's your favourite MLB Team in Texas?;27;2016-12-21 20:59:08
9;1006;Should the WWE Dictators clear Daniel Bryan (Concussions) to wrestle again;28.3;2016-12-25 02:39:34
9;1005;Who rules New York;30.1;2016-12-23 03:28:03
9;1298;Who's better: Durant or Westbrook?;30.7;2016-12-24 05:39:01
9;1294;Greatest World Series of all time?;31.5;2016-12-25 23:36:34
9;1219;Who wins the Cubs - Giants Series?;32.8;2016-12-25 23:44:05
9;969;Olympic Gold Medal or NBA Championship Ring?;32.9;2016-12-20 22:46:49
9;1101;Is skateboarding cool?;34.5;2016-12-22 18:18:49
9;1251;Who is better:Messi or Ronaldo?;35.6;2016-12-26 05:42:37
9;746;Best basketball player of all time?;40.1;2016-12-25 17:14:52
9;1081;Who wins the Super Bowl?;40.8;2016-12-24 02:38:51
9;1257;Who wins the NBA MVP?;41.6;2016-12-25 02:41:12
9;51;Where are we seeing the Warriors game tonight?;42.3;2016-12-26 12:04:56
9;743;Who is better messi or cristiano ronaldo?;43;2016-12-25 17:15:09
9;28;Barcelona or Juventus?;44.3;2016-12-23 22:37:52
9;180;Best team in the NFL after 4 weeks?;44.4;2016-12-26 12:49:24
9;747;skate or BMX?;45;2016-12-24 18:25:08
9;234;Should the NCAA expand the College Football Playoff?;45.1;2016-12-24 13:52:24
9;1261;Who wins the World Series?;45.3;2016-12-26 01:59:58
9;37;Who was the greatest horse ever?;46.9;2016-12-24 18:17:15
9;29;Watching the women's world cup?;47.6;2016-12-25 11:42:20
9;89;Who will win 2015 Wimbeldon?;47.7;2016-12-24 18:18:38
9;232;Thursday Night: JAX or TEN who will win?;48;2016-12-26 12:00:14
9;117;Who will win the U.S. Open?;48.3;2016-12-23 09:33:38
9;248;Does UVA have any chance to beat VA Tech this Sat?;48.4;2016-12-24 09:28:13
9;245;Should the NFL allow European teams in the NFL?;50;2016-12-24 13:52:27
9;77;Should Sepp Blatter resign immediately;50.5;2016-12-26 11:58:41
9;197;Pats vs Jets, who wins this weekend?;50.5;2016-12-25 23:32:12
9;976;Should Ryan Lochte face jail time in Brazil?;51;2016-12-22 12:10:28
9;723;Who will take Spain's crown? Euro 2016 is down to these 4 teams:;51.3;2016-12-25 16:42:04
9;114;Who will win Super Bowl 50?;51.7;2016-12-24 18:18:58
9;719;What do you think of Kevin Durant joining the Warriors?;51.9;2016-12-26 02:36:51
9;206;What's next, Mets fans? ;52.3;2016-12-26 12:04:17
9;45;Surfing or skiing?;52.8;2016-12-25 02:36:17
9;142;Should Tom Brady have been suspended?;53;2016-12-24 05:46:03
9;829;Federer or djokovic;53.4;2016-12-25 00:31:57
9;992;Are e-sports stupid?;53.7;2016-12-26 04:27:08
9;715;Goku Vs Saitama;54.5;2016-12-25 22:32:09
9;26;Favorite Tennis Major: French, US, Australian or Wimbledon?;54.6;2016-12-25 02:40:42
9;271;Who wins the ACC - Big Ten Challenge?;54.6;2016-12-26 12:06:16
9;107;Can the Mets actually win this year?;54.8;2016-12-25 02:41:17
9;121;Who's the best running back of all time?;55.6;2016-12-24 09:08:00
9;1062;Which Game Do You Prefer Cricket or Football?;56.2;2016-12-22 15:08:11
9;151;MJ, Kobe or LeBron?;56.3;2016-12-26 05:48:20
9;83;Will DelPo come back to tennis?;56.7;2016-12-26 12:06:21
9;278;Who wins the College Football Playoff?;57.4;2016-12-24 18:20:12
9;2;What's the best sport;57.5;2016-12-09 04:27:16
9;258;More likely to go undefeated?;57.5;2016-12-26 10:47:32
9;219;Will UVa men's basketball beat GW tonight?;59.3;2016-12-26 05:44:25
9;233;Best Soccer player alive?;60.5;2016-12-26 12:49:13
9;282;Will Patrick Kane win the Hart Trophy in 2015-16?;60.7;2016-12-25 17:11:47
9;255;Worst Referees;62.2;2016-12-26 15:09:36
9;929;Is it ok to objectify male athletes?;62.7;2016-12-24 14:19:59
9;252;MVP?;64.4;2016-12-26 05:51:47
9;303;Redskins vs Eagles winner;66;2016-12-26 11:56:33
9;289;Will Jason Heyward be a bust in Chicago?;68.4;2016-12-25 08:42:00
9;327;Who's going to win tomorrow?;70.4;2016-12-24 12:28:13
9;201;Who will win the 2015 World Series?;71.5;2016-12-23 09:33:13
9;307;Who will win the CFP National Championship?;73.9;2016-12-25 02:40:45
9;302;Are the Redskins going to win the Super Bowl?;74.1;2016-12-25 19:26:57
9;1068;Nike, Adidas, Puma or Under Armour;77.9;2016-12-26 04:31:37
9;845;Liverpool fc or Manchester United? ;81.1;2016-12-21 06:06:41
9;250;Is Steph better than LeBron;81.8;2016-12-26 12:54:01
9;888;Leafs or Canadiens;83.7;2016-12-25 14:12:55
9;351;Will the 2015 Carolina Panthers go down as one of the best teams in NFL history?;91.7;2016-12-26 00:17:54
9;353;Who will be MVP of Super Bowl 50?;92.6;2016-12-25 17:18:40
9;324;Who is the best soccer player of the year 2015?;93.1;2016-12-26 04:04:54
9;614;How many majors will Djokovic win in total?;93.3;2016-12-22 16:51:36
9;939;Is Michael Phelps the greatest Olympian of all time?;93.3;2016-12-26 04:15:16
9;664;Should Dustin Johnson be penalized a stroke for the incident on the 5th hole green of US Open?;98.2;2016-12-25 11:38:13
9;337;So who wins Super Bowl 50?;98.4;2016-12-24 05:37:00
9;872;Floyd Mayweather or Conor McGregor?;99;2016-12-26 05:57:58
9;358;Who's your least favorite college team, and why is it Duke?;100.3;2016-12-24 18:21:47
9;665;Will the Warriors and Cavaliers game 7 go to overtime?;103;2016-12-23 08:14:41
9;350;Is Sunday Peyton Manning's last NFL game?;104.1;2016-12-24 09:32:53
9;654;Will Federer win Wimbledon?;106.6;2016-12-26 14:56:21
9;391;Who will win the NCAA tournament?;107.8;2016-12-24 18:23:51
9;343;Who's a better coach: Bear Bryant or Nick Saban?;108.2;2016-12-24 22:42:15
9;355;Is the criticism of Cam Newton racist?;123.4;2016-12-26 11:27:52
9;370;Is Lebron James coachable? ;123.6;2016-12-24 04:30:30
9;608;How will you remember Muhammad Ali?;130.3;2016-12-26 14:56:06
9;346;Is it more important for kids to learn sportsmanship or skills?;134;2016-12-26 10:18:55
9;653;Is an athlete who uses steroids (PEDs) cheating?;134.1;2016-12-26 14:56:19
9;907;Who is best: Messi or Ronaldo?;134.3;2016-12-25 01:41:47
9;402;Who wins the NCAA Tournament?;136.2;2016-12-26 11:41:23
9;1085;Should NFL players be forced to stand for the National Anthem?;142.5;2016-12-23 01:44:38
9;666;What does this title mean for LeBron's legacy?;155;2016-12-24 05:54:13
9;414;Who's worse... ?;155.5;2016-12-26 11:53:21
9;416;Should something be done to prevent UConn's women's basketball team from winning everything all the time?;160.5;2016-12-26 12:45:28
9;357;Where does Kevin Durant play next year?;165.3;2016-12-26 11:28:31
9;940;Would you swim in the Olympic pool that mysteriously turned green?;168.2;2016-12-25 23:22:05
9;419;Is Jordan Spieth's Masters collapse the biggest choke of all time?;170.8;2016-12-25 02:40:08
9;214;Should the Russians be banned from the 2016 Olympics for steroids?;183.2;2016-12-23 16:39:43
9;678;Will the Knicks regret the Derrick Rose trade?;183.9;2016-12-25 18:25:38
9;667;should i go to the gym;188.3;2016-12-26 04:42:34
9;422;Will the Warriors 73 wins record ever be broken?;192.4;2016-12-25 21:16:28
9;558;Can the Warriors bounce back?;198.8;2016-12-26 08:20:49
9;430;It's early but who leads the Conn Smythe "watch" list?;199.5;2016-12-25 02:37:07
9;418;Are you offended by Bomani Jones' "Caucasians" shirt?;209.1;2016-12-25 02:40:42
9;429;Who wins the NBA title?;210.6;2016-12-26 05:47:47
9;506;Where will Kevin Durant end up next season?;211.4;2016-12-25 05:54:20
9;423;Is Kobe's 60 point game the greatest finale of all time?;212.1;2016-12-26 12:45:36
9;508;Is LeBron being a sour grape or just the asshole that he is? ;219.2;2016-12-26 11:55:42
9;507;Hate him or Love him?;227.9;2016-12-26 11:53:57
9;679;Do you agree with Ben Affleck on Deflategate?;232.6;2016-12-26 04:16:40
9;541;Does Brady Murray have a good serve?;258.4;2016-12-26 05:05:13
9;578;Who wins the Champions League final?;286.9;2016-12-26 02:01:27
9;577;biggest sporting event: Champions League final vs. The Super Bowl?;316.2;2016-12-26 02:01:52
9;903;Are you excited for the Olympics?;324.4;2016-12-25 02:37:07
9;658;Will a woman ever be good enough to play in the NBA?;354.6;2016-12-26 14:56:24
9;579;Should College Athletes be paid?;355.2;2016-12-26 02:01:10
9;586;Who wins game 7 of the Western Conference Final?;415.6;2016-12-26 14:56:03
9;529;Who wins the NBA Championship?;457.9;2016-12-26 14:19:50
9;532;Define "Valuable";588.4;2016-12-26 14:19:13
9;590;Who you got?;669.4;2016-12-26 04:07:10
9;533;Today's God: Ronaldo or Messi?;699.5;2016-12-26 14:19:06
9;482;Chicago Cubs: Is this finally the year?;786.3;2016-12-26 05:25:45
9;592;Warriors or Cavs, who wins the NBA Finals?;1000.9;2016-12-26 15:22:19
9;593;Would you let your child play football?;1293.5;2016-12-26 15:22:08
9;596;Who's the worst announcer in sports?;20500.5;2016-12-26 15:33:47
10;1372;Scarves: yeah or nay?;20.9;2016-12-25 16:22:48
10;1380;Left/right?;21.4;2016-12-25 17:04:38
10;1165;What shoe brand is the best?;36.4;2016-12-26 07:04:54
10;1123;Worst dressed at the Emmys?;36.9;2016-12-25 20:30:23
10;1217;Yoga pants or jeans?;37.2;2016-12-25 17:10:55
10;1084;Ladies: prefer guys with a beard or clean shaven?;43.1;2016-12-26 04:19:40
10;136;Who is your favorite new designer from NY Fashion week 2015?;44.3;2016-12-23 21:59:49
10;1310;Should I wear Nike Air Uptempo's for Thanksgiving or Jordan Bred 11s?;47.2;2016-12-26 08:59:11
10;781;Strictly in sneakers, what do you prefer?;48.7;2016-12-24 13:11:24
10;146;Who won the Emmy Red Carpet?;50.5;2016-12-21 07:24:31
10;222;Best slippers;54.6;2016-12-26 12:49:06
10;124;Favorite designer?;54.9;2016-12-25 17:12:42
10;137;Would you wear a Givenchy designer mask?;54.9;2016-12-26 06:26:02
10;123;Greatest fashion icon of all time?;55.1;2016-12-26 04:30:15
10;129;Pencil Skirt?;59;2016-12-17 14:38:10
10;1122;What's the hottest costume theme this Halloween?;59.3;2016-12-25 04:08:48
10;156;Why do hipsters wear plaid?;60.2;2016-12-25 20:17:44
10;710;Guys: do you 'man-scape'?;60.8;2016-12-25 07:39:34
10;841;Would you rather have $50 or get kicked in the dick?;81.6;2016-12-25 07:52:01
10;868;Are earrings on men still cool?;101.7;2016-12-24 02:25:54
10;889;Muscular or dad bod?;111.1;2016-12-22 12:06:02
10;883;Which hair color is sexier?;120.5;2016-12-24 00:01:50
10;369;Who won the Grammys red carpet?;123.8;2016-12-24 23:43:17
10;603;Clean or dirty kicks?;126;2016-12-26 03:49:30
10;646;Would you rather be overdressed or underdressed?;137.6;2016-12-26 01:08:14
10;598;I got a Doctor Who shirt from shirtpunch, can anyone tell me who it is?;152.3;2016-12-25 02:40:41
10;405;How do you know what size to buy when shopping for clothes online?;159;2016-12-26 09:38:48
10;465;Which dress is better looking? This is for my final year in high school ball.;393.5;2016-12-26 12:58:37
10;461;Is Ezekiel Elliot's "crop top" the worst draft day look of all time?;447.2;2016-12-26 03:56:25
10;478;Best men's shopping today?;500.5;2016-12-26 12:48:59
10;456;Who wore it better?;813.5;2016-12-26 04:28:24
10;595;Favorite luxury brand?;3863;2016-12-26 15:21:52
11;1415;Do you prefer to shop for clothes online or in person?;20.7;2016-12-26 05:41:54
11;1355;Mustang or Camaro?;25;2016-12-25 22:17:01
11;1185;Are you a Loyalty Program User?;25.3;2016-12-24 08:32:08
11;1108;What kind of toothpaste do you buy?;31.6;2016-12-22 08:15:25
11;1367;What should I buy?;35.7;2016-12-26 15:18:43
11;1135;Ford or Chevy?;42.6;2016-12-26 05:42:25
11;202;Which vinyl classic should I get next?;47.3;2016-12-24 18:11:50
11;1199;Will you buy the Google Pixel phone?;51;2016-12-24 08:55:21
11;251;Who's buying the new Leica M? ;52.8;2016-12-24 18:21:27
11;221;Most ecologically sensitive flooring?;54;2016-12-25 17:12:15
11;31;Will you buy an Apple Watch?;54.9;2016-12-24 13:11:33
11;954;which is better?;58;2016-12-24 08:44:50
11;91;What is your dream car?;65.7;2016-12-24 17:10:46
11;277;Grown or manufactured?;80.8;2016-12-24 19:17:36
11;295;Costco or Sams Club?;90.7;2016-12-25 20:18:56
11;274;Is Microsoft's holiday ad crass or charming?;102.1;2016-12-24 09:32:36
11;874;Motorola or Samsung mobiles?;106.9;2016-12-22 09:13:43
11;873;Audi, BMW or Mercedes?;111.7;2016-12-25 17:13:25
11;409;Is the Tesla Model 3 the electric car that goes mainstream?;220;2016-12-26 12:54:20
11;434;Would you buy an Apple car?;359.4;2016-12-26 12:45:54
11;1070;Will you buy the iPhone 7 even though it has no headphone jack?;918;2016-12-23 13:40:43
11;496;Best truck?;1981.9;2016-12-26 15:30:17
